issue	created	updated	author	comments	type	labels	repro	run	title	verdict	dup	settype	settitle	addlabels	rmlabels	action	note
3194	2024-05-02	2026-08-20	mahrud	1	Feature	Interpreter	prose	n/a	Operator wishlist	stands				Interpreter		keep	Stands, and one of the three has a recorded reason it cannot be done as asked. R_+ is still a syntax error, so S_+ for the positively graded part is unimplemented. For f^#, d/binding.d:367-369 carries the attempt, commented out, with the obstacle written above it: "-- TODO: cant work because of instances like R^#m", then --export PowerSharpS := makeKeyword(postfix("^#")) and --export UnderscoreSharpS := makeKeyword(postfix("_#")). That is exactly the ambiguity mahrud anticipated in the body ("we need to be careful so x^#L still works"), already hit and already documented, so his caveat is not hypothetical. The sibling postfix operators from the PRs he had already landed -- #3183 "New operators" and #3193 "New operator for restriction" -- ARE present as ExclamationS, PowerExclamationS and UnderscoreExclamationS at binding.d:363-365, so the pattern works and it is ^# specifically that collides. The <v,u> inner product ask needs < and > to stop being binary-only; mahrud own 2024-10 comment to Doug raises the ambiguity himself (whether x < 2 , 3 > y is two comparisons or one bracket) and got no reply. Type Feature was already right.
3211	2024-05-08	2026-08-21	mahrud	4	Feature	Interpreter	m2	drift	Add assertLevel and automatic timer	stands				Interpreter		keep	Stands: assertLevel is still an unbound Symbol on 1.26.06-40, and assert is still a function rather than a keyword. Nothing was implemented. The thread is a design conversation that ran into a parser problem and stopped: mahrud wants assert_n with a threshold, Doug pointed out that if assert becomes a keyword then assert_n is a syntax error and that making assert_ a keyword may not parse since _ is not usually allowed in words, and mahrud conceded, floating assert/assert1 or just two levels keyed on debugLevel instead. His closing observation is the real obstacle and nobody answered it: without a keyword you cannot stop the argument to assert being evaluated, so a threshold cannot save the cost of the assertion. The second, separable ask in the body -- a global flag so every interpreter command is timed automatically, a benchmarkMode or timingMode analogous to notify -- got no response at all. Type Feature already right.
3229	2024-05-14	2026-08-21	mahrud	3	Feature	Interpreter	transcript	reproduces	Allow truthiness for types	reproduces				Interpreter		keep	Reproduces exactly: with Truthy a new Type of List and a == Boolean method installed, "if T then print" still errors "expected true or false" on 1.26.06-40, while T == true is true and T == false is false, and not/and/or can all be installed on the type. So the asymmetry the body describes is intact -- everything except the conditional itself can be overloaded. Doug liked the idea in the thread; mikestillman asked what use case mahrud had in mind and never got a direct answer, which is where it stopped. mahrud added a second ask in the same thread that is not in the title: a method isError installable on types and consulted by try/then/else clauses. Type Feature already right.
3230	2024-05-15	2026-08-21	mahrud	0	Feature	Documentation	prose	n/a	Symlink to an existing documentation node	stands		Feature				keep	Stands, and the question was never answered -- zero comments in over two years. No aliasing or symlink mechanism for documentation nodes exists in m2/document.m2, and (image, SheafMap) is still undocumented in Varieties, so the concrete case in the body is unchanged. What mahrud asks for is two things at once and they may need different answers: viewHelp(image, SheafMap) opening the page for image, and a TO link to (image, SheafMap) from within Varieties resolving to the Macaulay2Doc page for image rather than to a stub. Labels: Documentation already correct.
3238	2024-05-16	2026-08-21	d-torrance	4	Bug	build issue,threads	m2	syntax	key not found in hash table during check(3, "ThreadedGB")	stands		Bug				comment	Stands, partially addressed, and not settleable by a run here -- it is an intermittent race, and the reference build carries Doug no-check-flag #3238 patch at two places in ThreadedGB.m2, so check on this machine says nothing either way. This row already carries a long analysis from this project, posted by Doug on 2026-05-23, inventorying the races in taskFn. State of that analysis now. (1) The race itself is UNCHANGED: ThreadedGB.m2:269 still reads values endGB at task execution time rather than at scheduling time, and endGB#?"trivial" is still read unlocked at :115, :136 and :269. (2) The two TEST failures Doug reported in 2024-05 are unchanged: tests still assert on the non-deterministic key H#(0,1) at :646 and :655. (3) The documentation-example failure he reported on 2024-11-20 IS resolved, by deletion rather than by fixing the race -- aalmousa 0181eacfee "Fix LocalRings export and stabilize ThreadedGB docs" (PR #4345 "Documentation refresh - Atlanta workshop", merged 2026-06-09) removed the g#(1,2) example outright and replaced H#(0,1) with H#0 in the tgb node, i.e. it stopped the docs depending on a key that only exists if the scheduling happens to go one way. So one of the three reported symptoms is now unreachable and two remain.
3243	2024-05-17	2026-08-21	pzinn	0	Bug	Core	transcript	reproduces	AssociativeAlgebras: failure to lift to coefficient ring	reproduces		Bug		Core		keep	Reproduces exactly on 1.26.06-40: over R = QQ<|x|> from AssociativeAlgebras, lift(matrix{{1_R}}, QQ) errors "expected each multidegree to be of length 0", where the identical construction over QQ[x] lifts cleanly. Zero comments in over two years. pzinn own cross-reference is the point of the row: #3155 (coefficients not returning coefficients in the coefficient ring, triaged in batch 53) is why one would be lifting in the first place, and his AssociativeAlgebras example there -- (last coefficients(1/3*x))_(0,0) landing in R rather than QQ, so denominator has no method -- is the same package hitting the same seam from the other side. So the two rows are one complaint about free algebras and their coefficient ring, approached twice.
3245	2024-05-17	2026-08-21	mahrud	0	Feature	Core,Documentation	prose	n/a	Listing subtypes semantically in the exports list	stands		Feature		Core		keep	Stands: the Exports list is still flat. m2/help.m2:288-299 builds it as a fixed set of flat sorted menus -- LI {"Types", smenu b}, then Functions and commands, Methods, Symbols, Mutable symbols, Other things -- with no notion of one type being a subtype of another, so AffineVariety and ProjectiveVariety are still listed alongside Variety rather than under it. Zero comments in over two years. Worth noting for whoever picks it up: the same block already carries a FIXME two lines above the Types entry ("this line is displayed empty for Truncations"), so that menu-building code is known to need attention anyway. Labels: Documentation already there; +Core because the change is in m2/help.m2, not in any package.
3252	2024-05-21	2026-08-21	mahrud	0	Bug	Linear Algebra	transcript	differs	solve doesn't work for non-square matrix over inexact field	reproduces		Bug				keep	Reproduces, and the report can be sharpened on both halves. Measured over 30 fixed seeds with A = random(RR^3, RR^3): solve(A_{0,1}, A_{0}) returns null -- no answer -- for 11 of 30 matrices, even though the first column of A is trivially in the span of the first two. When it does answer, the answer is correct: 0 of 30 had a residual above 1e-9. So it never lies, it just refuses about a third of the time. The reporter "very occasionally the last line does return an answer" is not flakiness in time but dependence on the matrix -- with a fixed seed the outcome is deterministic; without one, each session draws a different A. The other half has changed since 2024: solve(A_{0,1,0}, A_{0}), the repeated-column case, returned null in 0 of 30, so that line now always answers. Labels: Linear Algebra already correct. Zero comments in over two years.
3256	2024-05-22	2026-08-21	Ahuchala	2	Bug	Core	m2	different-error	Issue with homology of matrices	reproduces		Bug		Core		keep	Reproduces exactly: R = QQ[y], M = matrix{{0,y},{0,0}}, homology(M,M) still errors "expected maps to be composable" on 1.26.06-40, even though M*M is zero and the homology is well defined -- the reporter says it should be QQ, since ker M is R*e_1 and im M is y*R*e_1. The second half of the report is the sharper one and is easy to lose: homology DOES return something for matrices whose composite is NOT zero, e.g. M = matrix{{1,1},{0,0}} over QQ gives a subquotient, which is not meaningful. So the check is both too strict and too lax -- it rejects a composable pair whose composite vanishes, and accepts a pair whose composite does not. Two comments on the thread, neither from a maintainer.
3268	2024-05-29	2026-08-21	mahrud	2	Feature	Interpreter	m2	syntax	Feature request: [D] as notation for class of D	stands				Interpreter		keep	Stands, and the syntax is accepted without doing anything, which is worth knowing before anyone tries it. On 1.26.06-40, [Divisor2] := D -> "class of D" is accepted and returns a FunctionClosure, but [D] still evaluates to an Array -- there is no dispatch, so the assignment is silently inert rather than an error. Nothing implemented. mahrud own caveat in the last comment is the design obstacle and stands unanswered: any such notation has to avoid breaking I^[n] for Frobenius powers. pzinn wants the same feature independently, for q-numbers ([ZZ] := n -> (q^n-1)//(q-1)), so there are two use cases on the record. The half-open interval extension in the body ((a,b] and [a,b)) is a separate and larger ask that nobody addressed. Type Feature already right; related #1978.
3284	2024-06-05	2026-08-21	kschwede	3	Bug	Core	transcript	syntax	strange behavior in kernel (identified in PushForward) 	reproduces		Bug		Core		keep	Reproduces exactly, on Claudiu Raicu minimal example from kschwede second comment, which drops PushForward entirely: U = flattenRing(QQ[x]/(x^3-2))[y]/(y^2+y+1), g = map(U^1, QQ^6, f, matrix{{1,y,y*x,y*x^2,x,x^2}}), and ker g returns a rank-4 submodule of QQ^6 where it must be zero, those six elements being a QQ-basis of a 6-dimensional algebra. A silent wrong answer, and the PushForward symptoms in the body are downstream of it. NO COMMENT, on Doug challenge and correctly: everything I had was either "still true" or a restatement. kschwede already says he is getting the wrong module and knows why; the dimension count adds nothing for that reader; and the three neighbouring rows are already named in the thread by mahrud (#3165, triaged batch 55) and pzinn (#2004), with #3887 sharing the flattenRing and yx2 vocabulary. The one thing that WOULD be additive is unanswered rather than unstated: mahrud asked kschwede whether there is a homogeneous version of this or whether it is inhomogeneous-only, and nobody replied. That is a bounded test somebody should run.
